,SR,TaSharks,MaxL,Depth,Chla_median,Chla_sd,SST_median,SST_sd,pop_50km,pop_500km,Dist_nearest_pop,Dist_nearest_market,HDI,Dcoast_km,DCoralT_km,DistSeamount_km,GDP,Dist_SMT1500,FishingEffort01,FishingEffort05
PC002,2,3.3475,48.91666667,843.5,0.193828501,0.087700394,22.098,1.456931372,3344,1435486,32.41202229,70.34166697,0.932662115,30.69880203,2407.635936,119.7715438,1453770.211,380.0367026,0.015941408,0
PC003,3,3.733333333,82.33333333,851.5,0.193828501,0.087700394,22.098,1.456931372,3344,1435486,32.63825134,70.57323027,0.932662115,30.92020442,2407.694149,119.5448638,1453770.211,380.0607944,0.015941408,0
PC004,1,3.32,48,822.5,0.192259498,0.086404567,22.087,1.457614519,3344,1435486,32.93543226,70.88210785,0.932662115,31.21075313,2407.793238,119.2416871,1453770.211,380.0710678,0.015941408,0
PC005,3,3.4725,49,911.5,0.192259498,0.086404567,22.087,1.457614519,3344,1435486,33.17129985,71.12331926,0.932662115,31.44160323,2407.853935,119.0055622,1453770.211,380.0964806,0.015941408,0
PC006,3,4.053809524,148.8095238,884,0.192259498,0.086404567,22.087,1.457614519,3172,1435478,33.44500183,71.40312454,0.932662115,31.70948915,2407.924375,118.731658,1453770.211,380.1261343,0.015941408,0
PC007,3,3.524545455,45.72727273,459.5,0.182391003,0.095236463,22.1,1.443139015,3844,1436145,34.46844641,70.93629581,0.932662115,32.84214334,2402.087995,119.7740316,1453770.211,385.8886476,0.015941408,0
PC008,1,3.32,48,503.5,0.182391003,0.095236463,22.1,1.443139015,3844,1436145,34.6011871,71.09581033,0.932662115,32.96965214,2402.182947,119.6088619,1453770.211,385.8504738,0.015941408,0
PC009,4,3.603888889,76.16666667,524,0.182391003,0.095236463,22.1,1.443139015,3655,1435961,34.87672852,71.42464825,0.932662115,33.23458057,2402.375316,119.2691479,1453770.211,385.775339,0.015941408,0
PC010,2,3.38,50,535,0.182391003,0.095236463,22.1,1.443139015,3655,1435961,35.02600266,71.61090154,0.932662115,33.37729364,2402.50975,119.0727868,1453770.211,385.7073352,0.015941408,0
PC011,3,3.38558642,52.335097,578,0.182391003,0.095236463,22.1,1.443139015,3655,1435961,35.15926269,71.78616298,0.932662115,33.50380158,2402.663189,118.8839282,1453770.211,385.6163634,0.015941408,0
PC012,2,4.199354839,170.8064516,617.5,0.182391003,0.095236463,22.077,1.443249514,3655,1435961,35.38230685,72.04973777,0.932662115,33.71855999,2402.817149,118.6122986,1453770.211,385.5567279,0.015941408,0
PC013,1,3.32,48,1249,0.173737004,0.08693026,22.011,1.449300945,1402,1435430,38.13850683,75.66609302,0.932662115,36.34196475,2406.531644,114.7244794,1453770.211,383.1303661,0.042764029,0
PC014,2,3.43,51.66666667,1190.5,0.173737004,0.08693026,22.011,1.449300945,1402,1435430,38.39366912,75.92680613,0.932662115,36.59168606,2406.587121,114.4704537,1453770.211,383.171603,0.042764029,0
PC015,2,3.414285714,51.14285714,1191,0.173737004,0.08693026,22.004,1.449080382,1402,1435430,38.55003367,76.09047377,0.932662115,36.74439236,2406.639518,114.3093241,1453770.211,383.1797072,0.042764029,0
PC016,2,3.705,60.83333333,1163,0.173737004,0.08693026,22.004,1.449080382,597,1435422,38.79070293,76.34095035,0.932662115,36.97955014,2406.714008,114.0632772,1453770.211,383.1980557,0.042764029,0
PC017,2,3.414285714,51.14285714,1158,0.173737004,0.08693026,22.004,1.449080382,597,1435422,39.02213897,76.58178586,0.932662115,37.2056889,2406.786071,113.8266659,1453770.211,383.2154175,0.042764029,0
PC018,1,3.32,48,1118,0.173737004,0.08693026,21.977,1.451698111,597,1435422,39.26983698,76.84162755,0.932662115,37.4475456,2406.873778,113.5704547,1453770.211,383.2241986,0.042764029,0
PC020,4,3.624285714,109.7619048,1114,0.188252002,0.087522538,22.075,1.453536385,3856,1435514,32.127473,69.75684537,0.932662115,30.44071029,2406.276933,120.4069325,1453770.211,381.222228,0.015941408,0
PC021,1,3.32,48,1135,0.188252002,0.087522538,22.079,1.450313026,3856,1435514,32.36906098,69.99843649,0.932662115,30.67754251,2406.305393,120.1726462,1453770.211,381.2799906,0.015941408,0
PC022,2,3.392,105,1129,0.188252002,0.087522538,22.079,1.450313026,3827,1435494,32.58926063,70.22060739,0.932662115,30.89325965,2406.339746,119.9566689,1453770.211,381.3248711,0.015941408,0
PC023,1,3.32,48,1125,0.188252002,0.087522538,22.079,1.450313026,3827,1435494,32.82156892,70.45257121,0.932662115,31.12102275,2406.365832,119.7318508,1453770.211,381.3818935,0.015941408,0
PC025,2,3.452,52.4,798,0.192259498,0.086404567,22.077,1.460858097,357,1435440,35.47665346,73.7500369,0.932662115,33.68382332,2409.903831,116.402498,1453770.211,378.9477757,0.042764029,0
PC026,2,3.452,52.4,855.5,0.192259498,0.086404567,22.046,1.460724988,357,1435440,35.73027077,74.02232118,0.932662115,33.93155955,2410.057813,116.1352829,1453770.211,378.8900835,0.042764029,0
PC027,3,3.684,84.8,900.5,0.192259498,0.086404567,22.046,1.460724988,334,1435426,35.99066691,74.30492738,0.932662115,34.18581821,2410.235688,115.8580369,1453770.211,378.8116498,0.042764029,0
PC028,2,3.76,62.66666667,894.5,0.192259498,0.086404567,22.046,1.460724988,334,1435426,36.21812025,74.53670499,0.932662115,34.40852724,2410.304972,115.6309656,1453770.211,378.8270241,0.042764029,0
PC029,0,0,0,1012.5,0.180520006,0.084061112,22.046,1.460724988,334,1435426,36.47910191,74.80796422,0.932662115,34.66385653,2410.416185,115.3651496,1453770.211,378.8139244,0.042764029,0
PC030,4,3.661666667,120.4,1022.5,0.180520006,0.084061112,22.006,1.460531071,334,1435426,36.7609125,75.09822303,0.932662115,34.93967098,2410.521602,115.0807642,1453770.211,378.8142486,0.042764029,0
PC031,3,3.375138888,130.0079365,1109.5,0.180083007,0.088987638,22.068,1.451879804,3648,1435484,34.34764404,71.75809296,0.932662115,32.63481091,2405.606773,118.5418103,1453770.211,382.6301961,0.015941408,0
PC032,1,3.32,48,1096,0.180083007,0.088987638,22.078,1.448061881,3648,1435484,34.14858539,71.52043251,0.932662115,32.44288443,2405.428071,118.7855008,1453770.211,382.7258521,0.015941408,0
PC033,2,3.706666667,102,1078,0.180083007,0.088987638,22.078,1.448061881,3648,1435484,33.97205678,71.29402513,0.932662115,32.27404949,2405.208958,119.0227536,1453770.211,382.866776,0.015941408,0
PC034,1,3.32,48,1063.5,0.180083007,0.088987638,22.078,1.448061881,3835,1435496,33.7845951,71.05800731,0.932662115,32.09443356,2404.998145,119.2689002,1453770.211,382.995814,0.015941408,0
PC035,2,3.54,55.33333333,973.5,0.180083007,0.088987638,22.078,1.448061881,3835,1435496,33.60172635,70.82275082,0.932662115,31.91970816,2404.776633,119.5159692,1453770.211,383.1360369,0.015941408,0
PC036,0,0,0,958,0.188252002,0.087522538,22.084,1.447374108,3844,1435504,33.43550022,70.60676779,0.932662115,31.76112257,2404.570714,119.7435984,1453770.211,383.2673888,0.015941408,0
PC037,2,3.527,74.4,1421.5,0.173737004,0.08693026,22.002,1.454982477,1400,1435424,37.86105005,75.6626107,0.932662115,36.04859288,2407.807856,114.6252118,1453770.211,381.8261857,0.042764029,0
PC038,1,4.32,214.79664,1445,0.173737004,0.08693026,22.002,1.454982477,1400,1435424,37.59450422,75.37855768,0.932662115,35.78857889,2407.683852,114.9066234,1453770.211,381.8464445,0.042764029,0
PC039,1,4.48,210,1442,0.173737004,0.08693026,22.002,1.454982477,2146,1435438,37.35517211,75.13409417,0.932662115,35.55434193,2407.625415,115.1455894,1453770.211,381.8146227,0.042764029,0
PC040,0,0,0,1423,0.173737004,0.08693026,22.002,1.454982477,2146,1435438,37.16672157,74.95798265,0.932662115,35.36871257,2407.659514,115.3126961,1453770.211,381.7137654,0.042764029,0
PC041,0,0,0,1438.5,0.173737004,0.08693026,22.015,1.452124832,2146,1435438,37.19889104,74.96264433,0.932662115,35.40225379,2407.530012,115.3168697,1453770.211,381.8481212,0.042764029,0
PC042,1,3.32,48,1436.5,0.173737004,0.08693026,22.05,1.455302551,2146,1435438,36.94696126,74.71446585,0.932662115,35.15501574,2407.51365,115.5565582,1453770.211,381.7721254,0.042764029,0
PC043,0,0,0,1148.5,0.180083007,0.088987638,22.068,1.449063557,2259,1435460,36.1552544,73.44072684,0.932662115,34.4180621,2405.261445,116.9736018,1453770.211,383.5958984,0.042764029,0
PC044,0,0,0,1145.5,0.180083007,0.088987638,22.068,1.449063557,2853,1435470,35.9505322,73.22987645,0.932662115,34.21784687,2405.217067,117.1788954,1453770.211,383.563561,0.042764029,0
PC045,0,0,0,1123.5,0.180083007,0.088987638,22.068,1.449063557,2853,1435470,35.68419216,72.95614916,0.932662115,33.9573187,2405.162206,117.4451176,1453770.211,383.5189759,0.015941408,0
PC047,0,0,0,1104,0.180083007,0.088987638,22.06,1.448673335,2853,1435470,35.11794976,72.37332931,0.932662115,33.40351065,2405.043646,118.0121886,1453770.211,383.4265199,0.015941408,0
PC048,1,4.4,350,1052,0.180083007,0.088987638,22.06,1.448673335,3655,1435484,34.86798881,72.11153972,0.932662115,33.1594388,2404.973879,118.2687136,1453770.211,383.402059,0.015941408,0
PC049,2,3.45,84,694,0.192259498,0.086404567,22.097,1.460915053,1745,1435470,33.43276476,71.75111659,0.932662115,31.67914268,2409.766546,118.3598222,1453770.211,378.3466609,0.015941408,0
PC050,3,3.463333333,57.21333333,696,0.192259498,0.086404567,22.097,1.460915053,1745,1435470,33.67929627,72.00214071,0.932662115,31.92055301,2409.838639,118.1139173,1453770.211,378.3645368,0.015941408,0
PC051,1,3.98,70,699.5,0.192259498,0.086404567,22.097,1.460915053,946,1435462,33.8989203,72.22389844,0.932662115,32.13568514,2409.892752,117.8966564,1453770.211,378.3904371,0.015941408,0
PC052,0,0,0,701,0.192259498,0.086404567,22.097,1.460915053,946,1435462,34.17212735,72.49847882,0.932662115,32.40335192,2409.953118,117.6276307,1453770.211,378.4296038,0.015941408,0
PC053,2,3.716,61.2,722.5,0.192259498,0.086404567,22.077,1.460858097,946,1435462,34.45721508,72.78995636,0.932662115,32.6824708,2410.04436,117.342114,1453770.211,378.4431729,0.015941408,0
PC054,0,0,0,725,0.192259498,0.086404567,22.077,1.460858097,946,1435462,34.68995205,73.02452623,0.932662115,32.91046153,2410.100012,117.1122997,1453770.211,378.4727547,0.015941408,0
PC056,1,3.63,25,794,0.180083007,0.088987638,22.078,1.451211149,3827,1435494,33.10814397,70.67868522,0.932662115,31.40660975,2406.143032,119.5304797,1453770.211,381.6916276,0.015941408,0
RAP001,6,4.07,304.5818182,153,0.077003002,0.02968774,22.103,1.825027981,1172,1172,12.04207616,1285.030935,0.778,1.408356239,5803.507641,12.24952837,3447.543138,12.24952837,0,0
RAP002,4,4.158333333,372,38,0.077003002,0.02968774,22.103,1.825027981,1172,1172,12.59998435,1284.995595,0.778,2.005541728,5802.967419,12.35114199,3447.543138,12.35114199,0,0
RAP003,3,3.978571429,246.5714286,38,0.077003002,0.02968774,22.105,1.828276119,1172,1172,13.06511247,1284.972405,0.778,2.499837015,5802.520017,12.45136278,3447.543138,12.45136278,0,0
RAP004,3,4.19,403,153,0.077003002,0.02968774,22.103,1.825027981,1172,1172,11.96961017,1285.114274,0.778,1.350452872,5803.588984,12.16374167,3447.543138,12.16374167,0,0
RAP005,1,3.85,250,153,0.077003002,0.02968774,22.103,1.825027981,1172,1172,12.28080259,1285.062701,0.778,1.675720358,5803.283033,12.24563836,3447.543138,12.24563836,0,0
RAP006,2,4.095,310,153,0.077003002,0.02968774,22.103,1.825027981,1172,1172,12.59152482,1285.011861,0.778,2.000333374,5802.978013,12.33484671,3447.543138,12.33484671,0,0
RAP007,1,4.34,370,178,0.077003002,0.02968774,22.099,1.83522626,1172,1172,14.09713045,1282.811806,0.778,3.624528676,5801.242128,14.59408696,3447.543138,14.59408696,0,0
RAP008,3,4.317777778,163.3333333,233,0.040580001,0.019374012,22.099,1.83522626,1172,1172,14.3793787,1282.876181,0.778,3.867296924,5800.973282,14.59378643,3447.543138,14.59378643,0,0
RAP009,2,4.380000038,310,233,0.040580001,0.019374012,22.099,1.83522626,1172,1172,14.64246576,1282.953474,0.778,4.093643627,5800.727171,14.58534558,3447.543138,14.58534558,0,0
RAP013,2,4.2,335.7142857,20,0.071701001,0.033149288,22.013,1.777311545,1172,1172,1.425490902,1291.12719,0.778,2.25887364,5814.552862,10.33224506,3447.543138,10.33224506,0,0
RAP014,2,4.27,352.8571429,44,0.071701001,0.033149288,22.012,1.778484559,1172,1172,1.276092173,1291.109029,0.778,2.346736531,5814.686979,10.47459568,3447.543138,10.47459568,0,0
RAP015,2,4.242,346,43,0.071701001,0.033149288,22.012,1.774191183,1172,1172,1.140153521,1291.837037,0.778,2.380775986,5814.91973,9.953581969,3447.543138,9.953581969,0,0
RAP016,0,0,0,95,0.071701001,0.033149288,22.015,1.786048098,1172,1172,0.36196378,1290.921316,0.778,3.671082354,5816.153915,12.05929441,3447.543138,12.05929441,0,0
RAP017,0,0,0,195,0.071701001,0.033149288,22.015,1.786048098,1172,1172,0.64230291,1291.207799,0.778,3.844303708,5816.333416,11.95326867,3447.543138,11.95326867,0,0
RAP018,0,0,0,195,0.071701001,0.033149288,22.016,1.781116217,1172,1172,0.514727217,1291.521498,0.778,4.004372594,5816.483889,11.79785354,3447.543138,11.79785354,0,0
RAP019,1,4.34,370,214,0.101141997,0.030701808,22.011,1.77010797,1172,1172,2.018373329,1296.269995,0.778,3.905434569,5817.075456,8.401359041,3447.543138,8.401359041,0,0
RAP020,1,4.48,210,214,0.101141997,0.030701808,22.011,1.77010797,1172,1172,2.115717811,1296.46476,0.778,4.085387406,5817.273776,8.496901745,3447.543138,8.496901745,0,0
RAP021,0,0,0,214,0.101141997,0.030701808,22.002,1.773922313,1172,1172,2.222900188,1296.656817,0.778,4.281397386,5817.482896,8.611399731,3447.543138,8.611399731,0,0
RAP022,2,3.828888889,235.7777778,170,0.068833001,0.029851904,22.006,1.81378762,1172,1172,3.955674619,1284.806826,0.778,4.917900564,5813.706915,16.44705505,3447.543138,16.44705505,0,0
RAP023,0,0,0,249,0.068833001,0.029851904,22.005,1.8084148,1172,1172,3.845275394,1284.92718,0.778,5.024135062,5813.918897,16.47545236,3447.543138,16.47545236,0,0
RAP024,1,3.85,250,249,0.068833001,0.029851904,22.005,1.8084148,1172,1172,3.72600044,1285.06285,0.778,5.116520346,5814.124475,16.48474737,3447.543138,16.48474737,0,0
RAP026,1,4.34,370,62,0.068833001,0.029851904,22.001,1.801221177,1172,1172,3.132746363,1285.769046,0.778,3.565888756,5813.253132,15.04211083,3447.543138,15.04211083,0,0
RAP027,2,4.380000038,310,62,0.068833001,0.029851904,22.001,1.801221177,1172,1172,2.985314522,1285.876231,0.778,3.684503633,5813.449449,15.07079733,3447.543138,15.07079733,0,0
RAP028,3,3.983333333,246.4444444,208,0.038570002,0.019106337,22.133,1.742828076,0,1172,71.039746,1334.877731,0.778,1.109138644,5892.958868,3.942076915,3447.543138,3.942076915,0,0
RAP029,2,4.231111111,343.3333333,208,0.038570002,0.019106337,22.133,1.742828076,0,1172,70.82915474,1334.959285,0.778,1.245137916,5892.795436,3.862725532,3447.543138,3.862725532,0,0
RAP030,3,3.85375,200,208,0.038570002,0.019106337,22.133,1.742828076,0,1172,70.74524282,1334.936449,0.778,1.270166906,5892.757381,3.749390432,3447.543138,3.749390432,0,0
RAP031,3,4.189090909,325.6363636,6,0.068833001,0.029851904,22.003,1.794746333,1172,1172,1.732690817,1287.393276,0.778,2.957843296,5813.966216,13.80822933,3447.543138,13.80822933,0,0
RAP032,4,4.201320756,328.7924528,17,0.068833001,0.029851904,22.003,1.794746333,1172,1172,2.039813276,1287.068092,0.778,3.00218004,5813.733968,13.97872916,3447.543138,13.97872916,0,0
RAP033,4,4.25,331.2631579,17,0.068833001,0.029851904,22.001,1.801221177,1172,1172,2.418661654,1286.695904,0.778,3.00597417,5813.436156,14.15631937,3447.543138,14.15631937,0,0
RAP034,3,4.0203125,266.25,231,0.039933499,0.018285091,22.14,1.749299013,0,1172,71.11848043,1331.592583,0.778,0.036592276,5894.503956,1.826790401,3447.543138,1.826790401,0,0
RAP035,4,4.020810813,263.8378378,231,0.039933499,0.018285091,22.14,1.749299013,0,1172,71.31130866,1331.500701,0.778,0,5894.666959,1.641213942,3447.543138,1.641213942,0,0
RAP036,4,3.996296299,256.5185185,250,0.040984001,0.015838054,22.14,1.749299013,0,1172,71.49832535,1331.388626,0.778,0,5894.83451,1.513138807,3447.543138,1.513138807,0,0
RAP037,3,3.965833333,258,484,0.038213002,0.017664813,22.147,1.732372344,0,1172,75.72595547,1328.821952,0.778,2.288706954,5898.62473,3.892416657,3447.543138,3.892416657,0,0
RAP038,3,3.9875,246.3333333,484,0.038213002,0.017664813,22.147,1.732372344,0,1172,75.54295327,1328.886206,0.778,2.147713352,5898.481635,3.708531303,3447.543138,3.708531303,0,0
RAP039,4,4.180645161,264.516129,484,0.038213002,0.017664813,22.147,1.732372344,0,1172,75.37983728,1328.871972,0.778,2.065092323,5898.385118,3.55985338,3447.543138,3.55985338,0,0
RAP040,5,4.301578955,325.3684211,580,0.034412999,0.018713384,22.148,1.733250291,0,1172,73.20155676,1334.564086,0.778,2.846733575,5894.360105,6.156082848,3447.543138,6.156082848,0,0
RAP041,2,4.368,346,580,0.034412999,0.018713384,22.142,1.738490068,0,1172,72.92674593,1334.756864,0.778,2.722453367,5894.104757,6.070857997,3447.543138,6.070857997,0,0
RAP042,4,4.237666667,328.9333333,609,0.034412999,0.018713384,22.142,1.738490068,0,1172,72.6617888,1334.956697,0.778,2.645993007,5893.851331,6.021062664,3447.543138,6.021062664,0,0
RAP043,1,4.34,370,771,0.035714,0.017701319,22.122,1.712059275,0,1172,76.7877696,1330.501194,0.778,2.777716052,5898.479351,6.422516174,3447.543138,6.422516174,0,0
RAP044,0,0,0,771,0.035714,0.017701319,22.122,1.712059275,0,1172,76.91532652,1330.475451,0.778,2.936134689,5898.56656,6.594920348,3447.543138,6.594920348,0,0
RAP045,0,0,0,771,0.035714,0.017701319,22.122,1.712059275,0,1172,77.08155002,1330.428482,0.778,3.137164663,5898.686735,6.806132983,3447.543138,6.806132983,0,0
RAP046,3,4.15125,286.19916,673,0.0493515,0.010570706,22.024,1.816143317,1172,1172,15.2085537,1291.351179,0.778,5.475562534,5802.070078,8.597831482,3447.543138,8.597831482,0,0
RAP047,2,3.796,171.6,673,0.0493515,0.010570706,22.024,1.816143317,1172,1172,15.06391591,1291.301283,0.778,5.318547982,5802.17702,8.52575507,3447.543138,8.52575507,0,0
RAP048,1,4.34,370,574,0.078442,0.013611844,22.049,1.81743662,1172,1172,14.91791339,1291.222284,0.778,5.149385781,5802.272696,8.474542448,3447.543138,8.474542448,0,0
RAP049,0,0,0,505,0.055715999,0.03091722,22.077,1.782562325,1172,1172,10.70398435,1300.078762,0.778,5.536288073,5811.910242,2.625633029,3447.543138,2.625633029,0,0
RAP050,0,0,0,504,0.055715999,0.03091722,22.077,1.782562325,1172,1172,10.45029783,1300.001742,0.778,5.37852251,5812.092482,2.592897874,3447.543138,2.592897874,0,0
RAP051,0,0,0,504,0.055715999,0.03091722,22.077,1.782562325,1172,1172,10.19824708,1299.956055,0.778,5.253276988,5812.306169,2.621613367,3447.543138,2.621613367,0,0
RAP052,0,0,0,904,0.043303499,0.018777652,22.089,1.834597826,1172,1172,12.86156993,1279.125317,0.778,5.423595857,5803.142693,18.09560859,3447.543138,18.09560859,0,0
RAP053,0,0,0,904,0.043303499,0.018777652,22.089,1.834597826,1172,1172,12.83310293,1279.09266,0.778,5.447903262,5803.197156,18.13551129,3447.543138,18.13551129,0,0
RAP054,0,0,0,904,0.043303499,0.018777652,22.089,1.834597826,1172,1172,12.78344303,1279.081037,0.778,5.452132798,5803.270184,18.15620116,3447.543138,18.15620116,0,0
RAPB1,1,4.34,370,19,0.149013996,0.08136613,22.015,1.779643921,1172,1172,5.032130346,1290.7164,0.778,0.216068962,5811.01782,7.954564063,3447.543138,7.954564063,0,0
RAPB2,2,3.83,184,19,0.149013996,0.08136613,22.015,1.779643921,1172,1172,4.831269244,1290.770754,0.778,0.235249037,5811.217486,8.023466239,3447.543138,8.023466239,0,0
TIM001,1,4.46,275,104.43,0.296204492,0.287481437,29.03,1.758366279,0,2718331,215.6442882,327.5431532,0.932662115,179.7513111,313.4466392,449.055118,1453770.211,449.055118,0,0
TIM002,3,3.294055555,59.2431746,109.38,0.296204492,0.287481437,29.0335,1.764967318,0,2717128,215.3170647,329.8851316,0.932662115,179.1071857,311.9112201,448.721839,1453770.211,448.721839,0,0
TIM003,1,2.93,76.2,108.1,0.345391989,0.31469527,29.0475,1.765810664,0,2714743,214.1058617,331.2062694,0.932662115,177.8453088,311.7759943,449.4584273,1453770.211,449.4584273,0,0
TIM004,2,3.333709677,48.35483871,106.24,0.345391989,0.31469527,29.037,1.7675921,0,2708669,213.0771694,332.4847992,0.932662115,176.7542209,311.5504289,450.0561254,1453770.211,450.0561254,0,0
TIM005,3,3.60000001,101.625,103.61,0.345391989,0.31469527,29.036,1.767052828,0,2707184,212.6302915,333.7096662,0.932662115,176.1872693,310.9588613,450.1624537,1453770.211,450.1624537,0,0
TIM006,4,3.504615385,103.7692308,101.14,0.2741355,0.368611303,29.046,1.764780587,0,2695287,210.6373066,332.8304156,0.932662115,174.5558158,313.0254425,452.1362509,1453770.211,452.1362509,0,0
TIM007,3,3.983333333,131,98.92,0.2741355,0.368611303,29.0515,1.763581277,0,2695669,211.4615276,332.0799593,0.932662115,175.3894676,312.997425,451.5860484,1453770.211,451.5860484,0,0
TIM008,2,3.024,82.96,105.56,0.31428501,0.335752967,29.042,1.758562359,0,2692853,210.7080232,329.4961226,0.932662115,175.1114642,315.473636,452.908943,1453770.211,452.908943,0,0
TIM009,4,3.535204082,130.5632653,73.67,0.31428501,0.335752967,29.0395,1.755272654,0,2693400,211.3311227,327.5780929,0.932662115,175.9561975,316.4825675,452.8707774,1453770.211,452.8707774,0,0
TIM010,2,3.645714286,112.8571429,113.75,0.296204492,0.287481437,29.031,1.756344002,0,2705868,213.6219487,327.3050429,0.932662115,178.0104348,315.0578038,450.9119053,1453770.211,450.9119053,0,0
TIM011,2,2.985714286,72.17142857,107.24,0.345391989,0.31469527,29.025,1.771208983,0,2718890,215.3419572,333.3481691,0.932662115,178.6301094,309.3162713,447.8484134,1453770.211,447.8484134,0,0
TIM012,3,3.5075,111.8,108.77,0.345391989,0.31469527,29.033,1.769224727,0,2716741,215.1208507,332.5140973,0.932662115,178.5521605,310.0885678,448.2412665,1453770.211,448.2412666,0,0
TIM013,1,4.366428571,276.1428571,77.98,0.345391989,0.31469527,29.032,1.768247591,0,2719287,216.4722497,331.5755452,0.932662115,179.8785351,309.8381287,447.2755658,1453770.211,447.2755658,0,0
TIM014,1,3.32,48,109.01,0.326253489,0.316915324,29.0325,1.769073948,0,2724137,217.9390788,331.637347,0.932662115,181.1646828,308.7683837,445.9665657,1453770.211,445.9665657,0,0
TIM015,2,3.65,85.33333333,94.36,0.296204492,0.287481437,29.037,1.763540449,0,2719638,216.9572377,329.8553923,0.932662115,180.5572889,310.7825818,447.2804965,1453770.211,447.2804965,0,0
TIM016,4,3.604444457,126.0444444,89.98,0.296204492,0.287481437,29.037,1.763540449,0,2721776,217.2192161,328.9991583,0.932662115,180.9160095,311.2417626,447.272312,1453770.211,447.272312,0,0
TIM017,5,3.036739133,74.51304348,80.03,0.296204492,0.287481437,29.036,1.761232932,0,2722587,217.823444,328.4455497,0.932662115,181.5321752,311.2358177,446.8859675,1453770.211,446.8859675,0,0
TIM018,1,3.32,48,72.51,0.385989994,0.307173868,29.036,1.764106325,0,2724361,218.9597018,329.8066231,0.932662115,182.3313367,309.4225803,445.5274205,1453770.211,445.5274205,0,0
TIM020,3,3.333571429,68.6,123.86,0.385989994,0.307173868,29.0385,1.759459541,0,2728474,221.4683428,328.2417036,0.932662115,184.7793148,308.858199,443.73146,1453770.211,443.73146,0,0
TIM021,1,3.32,48,106.38,0.336407006,0.293848004,29.005,1.770193695,0,2729832,224.7688618,334.0891563,0.932662115,186.8729209,302.2655414,439.3877555,1453770.211,439.3877555,0,0
TIM022,6,3.348830065,60.64978525,106.2,0.336407006,0.293848004,29.005,1.770193695,0,2729228,223.8190665,333.4631981,0.932662115,186.1145965,303.3702837,440.3637887,1453770.211,440.3637887,0,0
TIM023,2,3.548,93.4,76.2,0.336407006,0.293848004,28.9995,1.767271304,0,2729882,224.850576,332.4226577,0.932662115,187.1713021,303.4326661,439.7058801,1453770.211,439.7058801,0,0
TIM024,2,4.275000057,155,32.39,0.362179488,0.297912374,29.0185,1.761812364,0,2729276,224.5432833,330.8415618,0.932662115,187.1200395,304.8098273,440.3617855,1453770.211,440.3617855,0,0
TIM025,3,3.477142865,77.92857143,164.905,0.362179488,0.297912374,29.0185,1.756754599,0,2729977,225.8286274,328.9017947,0.932662115,188.5384423,305.3784385,439.7347029,1453770.211,439.7347029,0,0
TIM026,5,3.742222235,168.3333333,75.58,0.362179488,0.297912374,29.024,1.760576085,0,2729055,224.0202201,329.4240532,0.932662115,186.8608367,306.2207996,441.1809905,1453770.211,441.1809905,0,0
TIM027,2,3.855,135,93.07,0.385989994,0.307173868,29.0295,1.764100755,0,2728413,222.9183712,330.0467935,0.932662115,185.7952124,306.5108059,441.9865028,1453770.211,441.9865028,0,0
TIM028,1,3.32,48,103.06,0.326253489,0.316915324,29.025,1.76952434,0,2728961,222.5208228,332.0467128,0.932662115,185.1589668,305.3002087,441.8379415,1453770.211,441.8379415,0,0
TIM029,3,3.243846154,62.35384615,111.36,0.326253489,0.316915324,29.02,1.772402508,0,2728122,221.2735711,333.0540634,0.932662115,183.9150251,305.413843,442.6925481,1453770.211,442.6925481,0,0
TIM030,3,3.47,99.04,110.98,0.326253489,0.316915324,29.0135,1.775283522,0,2728050,220.7790907,334.7243616,0.932662115,183.2511228,304.5289096,442.7436464,1453770.211,442.7436464,0,0
TIM031,5,3.381932981,60.7372134,74.1,0.278622001,0.389912801,29.022,1.749978981,0,2683567,206.9638213,327.6848182,0.932662115,172.1130373,319.5491387,456.7342918,1453770.211,456.7342918,0,0
TIM032,2,3.359285714,73.07142857,117.65,0.31428501,0.335752967,29.0445,1.751966821,0,2688605,209.4164597,327.1059634,0.932662115,174.3528154,318.2176853,454.7064028,1453770.211,454.7064028,0,0
TIM033,2,3.34906746,54.33730159,94.35,0.31428501,0.335752967,29.0395,1.755272654,0,2690302,210.0661153,328.2127055,0.932662115,174.7467036,316.9062206,453.8225352,1453770.211,453.8225352,0,0
TIM034,5,3.250000002,94.24,71.45,0.31428501,0.335752967,29.0275,1.756392268,0,2687804,208.7481236,330.2650838,0.932662115,173.273652,316.2989569,454.4525319,1453770.211,454.4525319,0,0
TIM035,2,3.396,63.13333333,98.61,0.2741355,0.368611303,29.046,1.760017399,0,2692597,210.4575458,330.9821124,0.932662115,174.6674492,314.5341351,452.7494452,1453770.211,452.7494452,0,0
TIM036,2,3.276666667,51.13333333,85.45,0.2741355,0.368611303,29.0445,1.761271282,0,2692361,209.8086173,331.7660863,0.932662115,173.9811425,314.4108268,453.1305923,1453770.211,453.1305923,0,0
TIM037,1,4.46,275,71.07,0.2741355,0.368611303,29.032,1.757713911,0,2687639,208.2869121,331.2537957,0.932662115,172.7199535,315.886562,454.6116331,1453770.211,454.6116331,0,0
TIM038,4,3.439761905,80.22285714,89.78,0.292329997,0.384119586,29.0215,1.756464318,0,2683649,206.46246,331.32375,0.932662115,171.1083979,317.1507023,456.2199671,1453770.211,456.2199671,0,0
